CUPS;Fecha;Hora;AE_kWh;REAL/ESTIMADO
ES0031300000000000ED;22/05/2021;11;0.475;R
ES0031300000000000ED;22/05/2021;12;0.122;R
ES0031300000000000ED;22/05/2021;13;0.086;R
ES0031300000000000ED;22/05/2021;14;0.174;R
ES0031300000000000ED;22/05/2021;15;0.459;R
ES0031300000000000ED;22/05/2021;16;0.241;R
ES0031300000000000ED;22/05/2021;17;0.118;R
ES0031300000000000ED;22/05/2021;18;0.24;R
ES0031300000000000ED;22/05/2021;19;0.703;R
ES0031300000000000ED;22/05/2021;20;0.166;R
ES0031300000000000ED;22/05/2021;21;0.17;R
ES0031300000000000ED;22/05/2021;22;0.088;R
ES0031300000000000ED;22/05/2021;23;0.345;R
ES0031300000000000ED;22/05/2021;24;0.291;R
ES0031300000000000ED;23/05/2021;1;0.143;R
ES0031300000000000ED;23/05/2021;2;0.123;R
